id,player_id,champion,kill_,death,assist,position,win,lose
31,136730552,Ashe,9,2,6,ADC,0,1
32,136730552,Karma,1,3,3,SUPPORT,0,1
33,136730552,Ashe,9,2,13,ADC,1,0
34,136730552,Karma,1,0,8,SUPPORT,1,0
35,136730552,Karma,2,1,13,SUPPORT,1,0
36,136730552,Camille,3,3,2,SUPPORT,0,1
37,136730552,Karma,1,4,3,SUPPORT,0,1
38,136730552,Karma,4,6,16,SUPPORT,0,1
39,136730552,Miss Fortune,8,10,16,ADC,0,1
40,136730552,Karma,2,7,16,SUPPORT,0,1
